HIP,RAICRS,DEICRS,Vmag,label
-1,272.5359385579884,60.827283931492175,4.9795467954009105,0
-1,273.6931927351268,63.90050478797132,5.927485294014396,0
-1,271.5712090814181,61.8677654338865,1.0380372944050804,0
-1,274.0410642434925,61.972470899217896,2.651788693207283,0
39527,121.17669801,-50.59039998,5.96,1
39566,121.26544452,-53.1079136,5.52,1
40282,123.39261076,-50.19606698,5.52,1
-1,121.07625595045748,-50.47405874601909,4.537834852175413,0
-1,156.16583985859606,60.835437651127,0.27294941959946994,0
-1,155.6549829167486,62.37659076515073,0.5225668751088237,0
1288,4.0366068,-31.44632821,5.66,1
-1,5.179303667884262,-31.30107916561646,1.0392464506156747,0
-1,144.84618831387405,0.029374209022101194,2.766460041255481,0
54879,168.56017036,15.4297631,3.33,1
-1,166.86616267073254,17.12482605363138,2.7297638954120704,0
-1,169.39298260452208,15.268256696904341,0.009790101037988164,0
-1,166.76069281667256,17.349124666269166,2.6851877907433055,0
-1,166.56544801217083,17.336626218203104,2.171381190519879,0
51814,158.79009325,57.08254651,5.16,1
-1,159.09333145586106,60.340817289864546,3.973522065146926,0
-1,156.8952896427195,59.708696355306195,2.2689033629032735,0
-1,332.39889812485615,29.246689505910958,0.6572470461397741,0
70306,215.77461567,-27.75373395,4.78,1
-1,217.05496052485515,-27.808958003290815,5.3242209613888996,0
-1,167.33749744925643,63.69066474555842,4.381065393753,0
-1,168.71040222659465,60.942650646239876,2.8815616767179093,0
4510,14.4589515,28.9922356,5.44,1
4889,15.70452742,31.80433674,5.5,1
-1,16.88430535349534,29.070900324090733,2.7888149549994554,0
-1,16.328287224105697,30.822197729264193,4.160511017659638,0
-1,13.436480744977981,30.07905429014146,5.70965444709153,0
-1,15.488656219244717,31.396269964578075,4.790804336251358,0
39117,120.04898399,73.9180101,5.37,1
-1,119.65855119209562,74.22432608833446,5.370432000705014,0
-1,122.02121209916135,73.61402959182776,2.3920196992971605,0
-1,120.62603723242941,73.46373105094352,0.375104492477933,0
-1,121.39616888234272,74.73641382378092,3.4149237735688223,0
-1,338.31391494655236,48.531046074641665,1.5591245349691891,0
-1,338.81929506734133,49.15159966625916,4.16501175786754,0
-1,338.4592904347423,49.75564823242272,0.8333067448450859,0
-1,341.7782817925121,50.18866743601871,1.4155239035778417,0
59803,183.95194937,-17.5419837,2.58,1
-1,180.34132551061967,-19.211167923436555,5.452156025457354,0
-1,183.4145292946527,-15.817933746990068,3.592928291373327,0
-1,183.30543051568668,-17.93171366810138,3.8483795831422114,0
-1,181.03393825978304,-17.65927725012362,0.38015573357116894,0
